TTEN,FETT,HRTT,CPTT,PTTT,TTET,ETDS,ETDR,ETLO,ETCP,ETPA,ETTE,ETCU,ETCD,ETPC,ETMC,ETTC,ETCC,ETUN,UNCH,UNID,UNTC,UNCP,UNCK,UNCV,UNCO,COCU,CONO,COTE,COBN,STTT,FPIN,FRIN,FPIC,FRIC,FPFC,FRFC,FPDE,FRDE,FPIT,FRIT,FPFT,FRFT
2418652,3/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2418653,3/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2418656,3/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2418820,3/2/2016,,,6201,1077334,AB LOGISTICA SA,RODRIGUEZ PENA 2411,MAIPU,5511,AR,,30705171218,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2418951,3/2/2016,,,6245,1081058,SILBRUMAR SRL,AV PERON 2868 0,MAR DEL PLATA,7600,AR,,30709804258,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2418954,3/2/2016,,,6245,1081058,SILBRUMAR SRL,AV PERON 2868 0,MAR DEL PLATA,7600,AR,,30709804258,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2419030,,,,6100,1086265,,,,,,,,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2419032,,,,6100,1086265,,,,,,,,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2419072,3/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2419074,3/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2419075,3/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2419077,3/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2419093,3/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2419331,,,,6202,1077920,EL PATAGONICO SA,HIPOLITO IRIGOYEN 4509,TRELEW,9100,AR,,30709860964,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2419338,3/2/2016,,,6203,1077920,EL PATAGONICO SA,HIPOLITO IRIGOYEN 4509,TRELEW,9100,AR,,30709860964,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2419339,3/2/2016,,,6204,1077920,EL PATAGONICO SA,HIPOLITO IRIGOYEN 4509,TRELEW,9100,AR,,30709860964,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2419343,3/2/2016,,,6211,1077758,CONGELADOS CENTRO SA,LAS MALVINAS 8847,CORDOBA,5012,AR,,30711764298,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2419345,3/2/2016,,,6211,1077758,CONGELADOS CENTRO SA,LAS MALVINAS 8847,CORDOBA,5012,AR,,30711764298,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2419350,3/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2419353,3/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2419360,,,,6100,1084916,CALICO SA,CALLAO AV PISO 14 DPTO B 661,CABA,1022,AR,,33596683679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2419379,3/2/2016,,,6100,1078852,SALERNO ADRIAN ALEJANDRO,SOLER 2677,MAR DEL PLATA,7600,AR,,20141624491,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2419403,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2419404,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2419405,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2419406,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2419407,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2419408,3/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2419409,3/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2419410,3/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2419414,3/2/2016,,,6207,1084459,TRANSCONT SRL,CARROZZI 110,COMODORO RIVADAVIA,9003,AR,,30661981632,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2419450,,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2419451,3/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2421624,4/2/2016,,,6211,1077758,CONGELADOS CENTRO SA,LAS MALVINAS 8847,CORDOBA,5012,AR,,30711764298,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2421738,,,,6100,1079092,,,,,,,,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2421963,4/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2421964,7/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2421966,3/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2422160,4/2/2016,,,6245,1081058,SILBRUMAR SRL,AV PERON 2868 0,MAR DEL PLATA,7600,AR,,30709804258,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2422164,3/2/2016,,,6245,1081058,SILBRUMAR SRL,AV PERON 2868 0,MAR DEL PLATA,7600,AR,,30709804258,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2422165,3/2/2016,,,6245,1081058,SILBRUMAR SRL,AV PERON 2868 0,MAR DEL PLATA,7600,AR,,30709804258,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2422205,4/2/2016,,,6201,1077334,AB LOGISTICA SA,RODRIGUEZ PENA 2411,MAIPU,5511,AR,,30705171218,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2422234,7/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2422236,4/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2422251,,,,6208,1079092,,,,,,,,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2422334,4/2/2016,,,6202,1077920,EL PATAGONICO SA,HIPOLITO IRIGOYEN 4509,TRELEW,9100,AR,,30709860964,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2422335,4/2/2016,,,6203,1077920,EL PATAGONICO SA,HIPOLITO IRIGOYEN 4509,TRELEW,9100,AR,,30709860964,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2422336,3/2/2016,,,6204,1077920,EL PATAGONICO SA,HIPOLITO IRIGOYEN 4509,TRELEW,9100,AR,,30709860964,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2422382,4/2/2016,,,6211,1077758,CONGELADOS CENTRO SA,LAS MALVINAS 8847,CORDOBA,5012,AR,,30711764298,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2422384,5/2/2016,,,6211,1077758,CONGELADOS CENTRO SA,LAS MALVINAS 8847,CORDOBA,5012,AR,,30711764298,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2422388,4/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2422389,4/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2422410,4/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2422411,4/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2422412,4/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2422413,4/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2422414,4/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2422415,4/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2422416,4/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2422417,4/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2422418,4/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2422430,4/2/2016,,,6207,1078532,MERLO DANIEL,MARCONI 1052,BECCAR,1643,AR,,20112991477,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2422431,5/2/2016,,,6207,1006527,TRANSPORTE FURLONG SA,RUTA PANAMERICANA KM 35500,GENERAL PACHECO,1617,AR,,30519071521,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2422439,4/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2422452,4/2/2016,,,6207,1078532,MERLO DANIEL,MARCONI 1052,BECCAR,1643,AR,,20112991477,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2422457,4/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2422489,4/2/2016,,,6100,1078852,SALERNO ADRIAN ALEJANDRO,SOLER 2677,MAR DEL PLATA,7600,AR,,20141624491,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2424793,5/2/2016,,,6257,1007518,NORTH COOL SA,PARQUE INDUSTRIAL  RUTA 34 KM 1135,GENERAL GUEMES,4430,AR,,30711337896,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2424863,7/2/2016,,,6207,1006527,TRANSPORTE FURLONG SA,RUTA PANAMERICANA KM 35500,GENERAL PACHECO,1617,AR,,30519071521,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2424978,7/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2424979,7/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2424990,,,,6208,1078443,LUX LOGISTICS SOCIEDAD AN,AV CORDOBA 835 P11 OF 1102 0,CAPITAL FEDERAL,1054,AR,,30709485438,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2424991,7/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2424992,7/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2424993,4/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425106,3/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425183,5/2/2016,,,6245,1081058,SILBRUMAR SRL,AV PERON 2868 0,MAR DEL PLATA,7600,AR,,30709804258,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425184,5/2/2016,,,6245,1081058,SILBRUMAR SRL,AV PERON 2868 0,MAR DEL PLATA,7600,AR,,30709804258,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425186,5/2/2016,,,6245,1081058,SILBRUMAR SRL,AV PERON 2868 0,MAR DEL PLATA,7600,AR,,30709804258,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425188,5/2/2016,,,6245,1081058,SILBRUMAR SRL,AV PERON 2868 0,MAR DEL PLATA,7600,AR,,30709804258,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425242,4/2/2016,,,6245,1081058,SILBRUMAR SRL,AV PERON 2868 0,MAR DEL PLATA,7600,AR,,30709804258,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425245,5/2/2016,,,6245,1081058,SILBRUMAR SRL,AV PERON 2868 0,MAR DEL PLATA,7600,AR,,30709804258,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425300,4/2/2016,,,6245,1081058,SILBRUMAR SRL,AV PERON 2868 0,MAR DEL PLATA,7600,AR,,30709804258,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425303,7/2/2016,,,6201,1077334,AB LOGISTICA SA,RODRIGUEZ PENA 2411,MAIPU,5511,AR,,30705171218,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425307,7/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425308,7/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425337,5/2/2016,,,6207,1077989,EXPRESO MONTE GRANDE SA,INH HUERGO 6255,ESTEBAN ECHEVE,1839,AR,,30710412142,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425391,5/2/2016,,,6207,1079089,TRANSPORTES EDAR SA,LOS ANDES 1381,ESTEBAN ECHEVE,1839,AR,,30707480374,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425393,,,,6100,1084916,CALICO SA,CALLAO AV PISO 14 DPTO B 661,CABA,1022,AR,,33596683679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425552,4/2/2016,,,6202,1077920,EL PATAGONICO SA,HIPOLITO IRIGOYEN 4509,TRELEW,9100,AR,,30709860964,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425554,7/2/2016,,,6203,1077920,EL PATAGONICO SA,HIPOLITO IRIGOYEN 4509,TRELEW,9100,AR,,30709860964,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425555,5/2/2016,,,6204,1077920,EL PATAGONICO SA,HIPOLITO IRIGOYEN 4509,TRELEW,9100,AR,,30709860964,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425556,5/2/2016,,,6211,1077758,CONGELADOS CENTRO SA,LAS MALVINAS 8847,CORDOBA,5012,AR,,30711764298,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425558,5/2/2016,,,6211,1077758,CONGELADOS CENTRO SA,LAS MALVINAS 8847,CORDOBA,5012,AR,,30711764298,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425601,5/2/2016,,,6210,1078744,PUERTO FRIO SRL,AV CIRCUMBALACION KM 1294 PQUE IND 0,SAN MIGUEL DE T,4000,AR,,30710644019,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425609,5/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425615,7/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425676,7/2/2016,,,6100,1078852,SALERNO ADRIAN ALEJANDRO,SOLER 2677,MAR DEL PLATA,7600,AR,,20141624491,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425678,,,,6100,1084916,CALICO SA,CALLAO AV PISO 14 DPTO B 661,CABA,1022,AR,,33596683679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425689,5/2/2016,,,6100,1078852,SALERNO ADRIAN ALEJANDRO,SOLER 2677,MAR DEL PLATA,7600,AR,,20141624491,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425700,,,,6100,1084916,CALICO SA,CALLAO AV PISO 14 DPTO B 661,CABA,1022,AR,,33596683679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425701,5/2/2016,,,6207,1077920,EL PATAGONICO SA,HIPOLITO IRIGOYEN 4509,TRELEW,9100,AR,,30709860964,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425702,,,,6100,1084916,CALICO SA,CALLAO AV PISO 14 DPTO B 661,CABA,1022,AR,,33596683679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425705,5/2/2016,,,6207,1084459,TRANSCONT SRL,CARROZZI 110,COMODORO RIVADAVIA,9003,AR,,30661981632,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425741,5/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425742,5/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425743,5/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425744,5/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425745,5/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425746,5/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425747,5/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425748,7/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425749,5/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425750,7/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
2425784,5/2/2016,,,6207,1079145,AMERICOLD LOGISTICS ARGEN,AV CORDOBA 991,CAPITAL FEDERAL,1054,AR,,30628717679,,,,,,,1,,,,,,,2,,,3,,,,,,,,,,,,,
